rank  director                      actor_director_h_index  total_films
2038  Sanjay Gupta                  3                       13         
2039  Enrique Gómez Vadillo         3                       13         
2040  T. Hariharan                  3                       13         
2041  Yiannis Hartomatzidis         3                       13         
2042  Kaizô Hayashi                 3                       13         
2043  Jamie Uys                     3                       13         
2044  Richard Hobert                3                       13         
2045  Charles Hutchison             3                       13         
2046  Viktor Ivchenko               3                       13         
2047  Ali Khamraev                  3                       13         
2048  Vladimir Korsh-Sablin         3                       13         
2049  Jirí Krejcík                  3                       13         
2050  Hermann Kugelstadt            3                       13         
2051  Mohan Kumar                   3                       13         
2052  Germán Lorente                3                       13         
2053  Guy Maddin                    3                       13         
2054  Léon Mathot                   3                       13         
2055  Hubert Marischka              3                       13         
2056  Amácio Mazzaropi              3                       13         
2057  Vincent McEveety              3                       13         
2058  J.P. McGowan                  3                       13         
2059  Jean-Pierre Melville          3                       13         
2060  Oscar Micheaux                3                       13         
2061  William Morgan                3                       13         
2062  Gabriele Muccino              3                       13         
2063  Wolfgang Murnberger           3                       13         
2064  Katsumi Nishikawa             3                       13         
2065  Nejat Okçugil                 3                       13         
2066  Gunnar Olsson                 3                       13         
2067  Fabien Onteniente             3                       13         
2068  Elio Petri                    3                       13         
2069  Konrad Petzold                3                       13         
2070  Todd Phillips                 3                       13         
2071  Piero Pierotti                3                       13         
2072  George Pollock                3                       13         
2073  Edgar Pêra                    3                       13         
2074  Euripides Ramos               3                       13         
2075  Pedro L. Ramírez              3                       13         
2076  V. Madhusudan Rao             3                       13         
2077  Albert Ray                    3                       13         
2078  Christopher Ray               3                       13         
2079  Antonio del Real              3                       13         
2080  Carlos Rinaldi                3                       13         
2081  Yukihiro Sawada               3                       13         
2082  Lowell Sherman                3                       13         
2083  Esmayeel Shroff               3                       13         
2084  Mario Siciliano               3                       13         
2085  Andy Sidaris                  3                       13         
2086  Vittorio Sindoni              3                       13         
2087  Bhappi Sonie                  3                       13         
2088  Shinji Sômai                  3                       13         
2089  Muthyala Subbaiah             3                       13         
2090  Babbar Subhash                3                       13         
2091  Sunil Sukthankar              3                       13         
2092  Kjell Sundvall                3                       13         
2093  György Szomjas                3                       13         
2094  Mario Sábato                  3                       13         
2095  Álvaro Sáenz de Heredia       3                       13         
2096  Tofig Taghizade               3                       13         
2097  Ravi Tandon                   3                       13         
2098  Robert Emmett Tansey          3                       13         
2099  Leopoldo Torres Ríos          3                       13         
2100  Viktor Tregubovich            3                       13         
2101  David Trueba                  3                       13         
2102  Stavros Tsiolis               3                       13         
2103  Sven Unterwaldt Jr.           3                       13         
2104  Florestano Vancini            3                       13         
2105  S.S. Vasan                    3                       13         
2106  Ben Verbong                   3                       13         
2107  Wim Verstappen                3                       13         
2108  Vijay                         3                       13         
2109  Frantisek Vlácil              3                       13         
2110  Andrucha Waddington           3                       13         
2111  Norman Walker                 3                       13         
2112  Kunio Watanabe                3                       13         
2113  Torgny Wickman                3                       13         
2114  Bo Widerberg                  3                       13         
2115  José María Zabalza            3                       13         
2116  Roman Zaluski                 3                       13         
2117  Tony Zarindast                3                       13         
2118  Uri Zohar                     3                       13         
2119  Lee Joon-ik                   3                       13         
2120  José Eduardo Belmonte         3                       13         
2121  S.V. Rajendra Singh Babu      3                       13         
2122  Katsuhide Motoki              3                       13         
2123  Radu Jude                     3                       13         
2124  Daisuke Yamanouchi            3                       13         
2125  Crisaldo Pablo                3                       13         
2126  Khom Kongkiat Khomsiri        3                       13         
2127  Saran                         3                       13         
2128  Eiichirô Hasumi               3                       13         
2129  Rosshan Andrrews              3                       13         
2130  Kabir Bhatia                  3                       13         
2131  Aleksey Fedorchenko           3                       13         
2132  Sameh Abdulaziz               3                       13         
2133  Sang-woo Lee                  3                       13         
2134  Navaniat Singh                3                       13         
2135  Glenn Berggoetz               3                       13         
2136  A. Venkatesh                  3                       13         
2137  Artyom Aksenenko              3                       13         
2138  Adrian Teh                    3                       13         
2139  Hashim Rejab                  3                       13         
2140  Bilal Kalyoncu                3                       13         
2141  Joe Black                     3                       13         
2142  Brad Twigg                    3                       13         
2143  Clay Moffatt                  3                       13         
2144  John Waters                   3                       12         
2145  John Cassavetes               3                       12         
2146  Jerry Lewis                   3                       12         
2147  N.T. Rama Rao                 3                       12         
2148  Alex Cox                      3                       12         
2149  Agradoot                      3                       12         
2150  Julio Aldama                  3                       12         
2151  Vijay Anand                   3                       12         
2152  Jaroslav Balík                3                       12         
2153  Andrzej Baranski              3                       12         
2154  Regardt van den Bergh         3                       12         
2155  Lekhraj Bhakri                3                       12         
2156  Vijay K. Bhaskar              3                       12         
2157  Anatoliy Bobrovskiy           3                       12         
2158  Elisabeta Bostan              3                       12         
2159  Rachid Bouchareb              3                       12         
2160  George P. Breakston           3                       12         
2161  Jean-Claude Brisseau          3                       12         
2162  Julio Buchs                   3                       12         
2163  Tim Burstall                  3                       12         
2164  Antônio Calmon                3                       12         
2165  Fred Carpenter                3                       12         
2166  Billy Chan                    3                       12         
2167  Hing-Ka Chan                  3                       12         
2168  Tapi Chanakya                 3                       12         
2169  Vladimir Chebotaryov          3                       12         
2170  Carlos Coimbra                3                       12         
2171  Jean-Pierre Dardenne          3                       12         
2172  Luc Dardenne                  3                       12         
2173  Volfango De Biasi             3                       12         
2174  Giuseppe De Santis            3                       12         
2175  Francisco del Villar          3                       12         
2176  Zeki Demirkubuz               3                       12         
2177  Tigmanshu Dhulia              3                       12         
2178  Marilou Diaz-Abaya            3                       12         
2179  Chin Ao-Hsin                  3                       12         
2180  Arnold Fanck                  3                       12         
2181  Xiaoning Feng                 3                       12         
2182  Josep Maria Forn              3                       12         
2183  Kurt Früh                     3                       12         
2184  Boris Grigorev                3                       12         
2185  Wallace Grissell              3                       12         
2186  Mats Helge Olsson             3                       12         
2187  Eric Hendershot               3                       12         
2188  Yuri Ilyenko                  3                       12         
2189  B.R. Ishara                   3                       12         
2190  Douglas Jackson               3                       12         
2191  Giorgos Tzavellas             3                       12         
2192  Ajoy Kar                      3                       12         
2193  Minoru Kawasaki               3                       12         
2194  Edmond Keosayan               3                       12         
2195  Ilya Khrzhanovskiy            3                       12         
2196  Kim Jee-woon                  3                       12         
2197  Aleksandr Kott                3                       12         
2198  Eldar Kuliyev                 3                       12         
2199  Christian Lara                3                       12         
2200  Raymond Lee                   3                       12         
2201  José Leitão de Barros         3                       12         
2202  Mar Lo                        3                       12         
2203  Ye Lou                        3                       12         
2204  Manivannan                    3                       12         
2205  Bret McCormick                3                       12         
2206  Julio Medem                   3                       12         
2207  Ketan Mehta                   3                       12         
2208  Tanvir Mokammel               3                       12         
2209  Hans Petter Moland            3                       12         
2210  Mircea Moldovan               3                       12         
2211  Emmanuel Mouret               3                       12         
2212  Hernando Name                 3                       12         
2213  Christopher Nolan             3                       12         
2214  Mamoru Oshii                  3                       12         
2215  Oliver Parker                 3                       12         
2216  Giorgio Pastina               3                       12         
2217  Vladimir Petrov               3                       12         
2218  Ravi Raja Pinisetty           3                       12         
2219  J. Om Prakash                 3                       12         
2220  Juan Fernando Pérez Gavilán   3                       12         
2221  Atma Ram                      3                       12         
2222  Narasimha Rao Relangi         3                       12         
2223  Richard Rush                  3                       12         
2224  János Rózsa                   3                       12         
2225  Paulo César Saraceni          3                       12         
2226  Parviz Sayyad                 3                       12         
2227  Branko Schmidt                3                       12         
2228  Petr Schulhoff                3                       12         
2229  Santiago Segura               3                       12         
2230  Herbert Selpin                3                       12         
2231  Carlos Siguion-Reyna          3                       12         
2232  Mozael Silveira               3                       12         
2233  Rainer Simon                  3                       12         
2234  Paolo Sorrentino              3                       12         
2235  Toshio Sugie                  3                       12         
2236  Pál Sándor                    3                       12         
2237  Knud Leif Thomsen             3                       12         
2238  Toshiaki Toyoda               3                       12         
2239  Leonid Trauberg               3                       12         
2240  Onur Tukel                    3                       12         
2241  Francis Veber                 3                       12         
2242  Tom Whitus                    3                       12         
2243  Chun Yen                      3                       12         
2244  Khaled Youssef                3                       12         
2245  Georgi Yungvald-Khilkevich    3                       12         
2246  Borivoj Zeman                 3                       12         
2247  Ezz El Dine Zulficar          3                       12         
2248  Ariel Winograd                3                       12         
2249  Lucas Margutti                3                       12         
2250  Alex Ranarivelo               3                       12         
2251  Hyeok-su Lee                  3                       12         
2252  Mike Relon Makiling           3                       12         
2253  Ming Jin Woo                  3                       12         
2254  Eduardo Ortíz                 3                       12         
2255  Vikraman                      3                       12         
2256  Mike Marzuk                   3                       12         
2257  Joel Paul Reisig              3                       12         
2258  Hao Ning                      3                       12         
2259  Jason Figgis                  3                       12         
2260  Saawan Kumar Tak              3                       12         
2261  Javier Colinas                3                       12         
2262  Michael Tuviera               3                       12         
2263  Chashi Nazrul Islam           3                       12         
2264  Tristan Price                 3                       12         
2265  William Lee                   3                       12         
2266  Vladimir Kott                 3                       12         
2267  Shawn Welling                 3                       12         
2268  Aashiq Abu                    3                       12         
2269  Tom DeNucci                   3                       12         
2270  James Balsamo                 3                       12         
2271  Pankaj Batra                  3                       12         
2272  Mauricio Eça                  3                       12         
2273  Sean Donohue                  3                       12         
2274  Joe Lujan                     3                       12         
2275  Harley Wallen                 3                       12         
2276  Nakia T Hamilton              3                       12         
2277  James Cameron                 3                       11         
2278  Mel Brooks                    3                       11         
2279  Bryan Singer                  3                       11         
2280  Jay Roach                     3                       11         
2281  Ernesto Cortázar              3                       11         
2282  Sebastián Alarcón             3                       11         
2283  Sirus Alvand                  3                       11         
2284  Adolfo Aristarain             3                       11         
2285  Muzaffer Aslan                3                       11         
2286  Carlos Aured                  3                       11         
2287  Darko Bajic                   3                       11         
2288  Luigi Batzella                3                       11         
2289  Walter Beck                   3                       11         
2290  Bahram Beyzaie                3                       11         
2291  Vishal Bhardwaj               3                       11         
2292  Hugo Bolander                 3                       11         
2293  Carlo Borghesio               3                       11         
2294  Alois Brummer                 3                       11         
2295  Robert Butler                 3                       11         
2296  Nuri Bilge Ceylan             3                       11         
2297  Philip Chan                   3                       11         
2298  Sylwester Checinski           3                       11         
2299  Braz Chediak                  3                       11         
2300  Kevin Connor                  3                       11         
2301  Bruno de Almeida              3                       11         
2302  Turgut Demirag                3                       11         
2303  Ossi Elstelä                  3                       11         
2304  Reha Erdem                    3                       11         
2305  Fridrikh Ermler               3                       11         
2306  Mohamad Ali Fardin            3                       11         
2307  Carlos García Agraz           3                       11         
2308  Samvel Gasparov               3                       11         
2309  Fritz Genschow                3                       11         
2310  Franco Giraldi                3                       11         
2311  Servando González             3                       11         
2312  Adoor Gopalakrishnan          3                       11         
2313  Dulal Guha                    3                       11         
2314  Stere Gulea                   3                       11         
2315  Gunasekhar                    3                       11         
2316  Szabolcs Hajdu                3                       11         
2317  Robert Hamer                  3                       11         
2318  Monte Hellman                 3                       11         
2319  Nasir Hussain                 3                       11         
2320  Olaf Ittenbach                3                       11         
2321  Risto Jarva                   3                       11         
2322  Jayant Paranji                3                       11         
2323  Teguh Karya                   3                       11         
2324  Shûji Kataoka                 3                       11         
2325  Gottfried Kolditz             3                       11         
2326  Hermann Leitner               3                       11         
2327  Edward C. Lilley              3                       11         
2328  Justin Lin                    3                       11         
2329  Fernando Lopes                3                       11         
2330  Aku Louhimies                 3                       11         
2331  Jaroslav Mach                 3                       11         
2332  Milos Makovec                 3                       11         
2333  Adam Mason                    3                       11         
2334  Akinori Matsuo                3                       11         
2335  Evgeniy Matveev               3                       11         
2336  Iulian Mihu                   3                       11         
2337  Piro Milkani                  3                       11         
2338  Vatroslav Mimica              3                       11         
2339  Shirô Moritani                3                       11         
2340  Maurizio Nichetti             3                       11         
2341  David Palmieri                3                       11         
2342  Krsto Papic                   3                       11         
2343  Stuart Paton                  3                       11         
2344  Peng-Yi Chang                 3                       11         
2345  Giuseppe Piccioni             3                       11         
2346  Juan Piquer Simón             3                       11         
2347  Félix Podmaniczky             3                       11         
2348  Antoni Ribas                  3                       11         
2349  Glauber Rocha                 3                       11         
2350  Bobby Roth                    3                       11         
2351  Phillip J. Roth               3                       11         
2352  M. Sadiq                      3                       11         
2353  Leroy Salvador                3                       11         
2354  Christoph Schlingensief       3                       11         
2355  Jan Schmidt                   3                       11         
2356  Pasquale Scimeca              3                       11         
2357  Borislav Sharaliev            3                       11         
2358  Todd Sheets                   3                       11         
2359  Jiri Slavicek                 3                       11         
2360  Zack Snyder                   3                       11         
2361  Miomir 'Miki' Stamenkovic     3                       11         
2362  Joe Stöckel                   3                       11         
2363  Yu Sun                        3                       11         
2364  Lekh Tandon                   3                       11         
2365  Viktor Turov                  3                       11         
2366  Jean van de Velde             3                       11         
2367  Marco Vicario                 3                       11         
2368  Leonel Vieira                 3                       11         
2369  Deepak Balraj Vij             3                       11         
2370  K. Vijayan                    3                       11         
2371  V.M. Vinu                     3                       11         
2372  Tomás Vorel                   3                       11         
2373  Alex van Warmerdam            3                       11         
2374  Yûsuke Watanabe               3                       11         
2375  Jack Witikka                  3                       11         
2376  Wojciech Wójcik               3                       11         
2377  Fung Wong                     3                       11         
2378  Wong Kar-Wai                  3                       11         
2379  Wing-Cho Yip                  3                       11         
2380  Ching-Chen Yang               3                       11         
2381  Filip Zylber                  3                       11         
2382  Khosrow Parvizi               3                       11         
2383  Masayuki Suzuki               3                       11         
2384  Al Tantay                     3                       11         
2385  Mike Flanagan                 3                       11         
2386  Sujit Mondal                  3                       11         
2387  Ismael Rodríguez Jr.          3                       11         
2388  Nicolás López                 3                       11         
2389  Guan Hu                       3                       11         
2390  Sheng-En Chin                 3                       11         
2391  Adam Wingard                  3                       11         
2392  Seiji Chiba                   3                       11         
2393  Babu Pisharadi                3                       11         
2394  Hakan Algül                   3                       11         
2395  BC Fourteen                   3                       11         
2396  Richard Somes                 3                       11         
2397  Mohana Krishna Indraganti     3                       11         
2398  Paulo Nascimento              3                       11         
2399  Karlos Alastruey              3                       11         
2400  Jamie Adams                   3                       11         
2401  Albert Serra                  3                       11         
2402  Jonathan Milton               3                       11         
2403  Steve Rudzinski               3                       11         
2404  Hidenori Inoue                3                       11         
2405  Saeed Soheili                 3                       11         
2406  Michael Jason Allen           3                       11         
2407  Matthew A. Peters             3                       11         
2408  Syamsul Yusof                 3                       11         
2409  Radha Krishna Jagarlamudi     3                       11         
2410  Simerjit Singh                3                       11         
2411  Henrik Martin Dahlsbakken     3                       11         
2412  József Gallai                 3                       11         
2413  Stephan Taubert               3                       11         
2414  Jakir Hossain Raju            3                       11         
2415  Don Tjernagel                 3                       11         
2416  Kamaleswar Mukherjee          3                       11         
2417  S. Mahendar                   3                       11         
2418  Karlton T. Clay               3                       11         
2419  Aaron Mirtes                  3                       11         
2420  Hirobumi Watanabe             3                       11         
2421  David Mamet                   3                       10         
2422  Krzysztof Kieslowski          3                       10         
2423  Raj Kapoor                    3                       10         
2424  Wes Anderson                  3                       10         
2425  Hristos Apostolou             3                       10         
2426  Stanislaw Bareja              3                       10         
2427  Harry Baweja                  3                       10         
2428  Jacques Besnard               3                       10         
2429  Sanjay Leela Bhansali         3                       10         
2430  Vijay Bhatt                   3                       10         
2431  Bong Joon Ho                  3                       10         
2432  Debaki Kumar Bose             3                       10         
2433  Charlotte Sachs Bostrup       3                       10         
2434  Erik Canuel                   3                       10         
2435  Edith Carlmar                 3                       10         
2436  Amiya Chakrabarty             3                       10         
2437  T.V. Chandran                 3                       10         
2438  Tseng-Chai Chang              3                       10         
2439  Ching Doe                     3                       10         
2440  Cheng Hou                     3                       10         
2441  Felix Chong                   3                       10         
2442  Ravi Chopra                   3                       10         
2443  Stephen Chow                  3                       10         
2444  Patrice Chéreau               3                       10         
2445  Don Coscarelli                3                       10         
2446  Jay Craven                    3                       10         
2447  Benoît Delépine               3                       10         
2448  Reginald Denham               3                       10         
2449  Dominique Deruddere           3                       10         
2450  Aleksandar Djordjevic         3                       10         
2451  Aleksandr Dovzhenko           3                       10         
2452  Oliver Drake                  3                       10         
2453  Arthur Duarte                 3                       10         
2454  J.P. Dutta                    3                       10         
2455  Mehdi Fakhimzadeh             3                       10         
2456  Kenne Fant                    3                       10         
2457  David Giancola                3                       10         
2458  Willis Goldbeck               3                       10         
2459  Claude Goretta                3                       10         
2460  Enrico Guazzoni               3                       10         
2461  Nikolai Gusarov               3                       10         
2462  Péter Gárdos                  3                       10         
2463  Muharrem Gürses               3                       10         
2464  Philippe Harel                3                       10         
2465  Leander Haußmann              3                       10         
2466  Wilho Ilmari                  3                       10         
2467  Svatopluk Innemann            3                       10         
2468  Bodil Ipsen                   3                       10         
2469  Morshedul Islam               3                       10         
2470  Jûzô Itami                    3                       10         
2471  Veikko Itkonen                3                       10         
2472  Milan Jelic                   3                       10         
2473  Emory Johnson                 3                       10         
2474  Abdul Rashid Kardar           3                       10         
2475  A. Karunakaran                3                       10         
2476  Sang-Jin Kim                  3                       10         
2477  Lung Chien                    3                       10         
2478  Lyudmil Kirkov                3                       10         
2479  Matjaz Klopcic                3                       10         
2480  Gérard Krawczyk               3                       10         
2481  Hans Kristensen               3                       10         
2482  Lev Kuleshov                  3                       10         
2483  Gregory Lamberson             3                       10         
2484  Eric Lavaine                  3                       10         
2485  Danny Lee                     3                       10         
2486  Joseph Lejtes                 3                       10         
2487  Edoardo Leo                   3                       10         
2488  Andrej Lettrich               3                       10         
2489  Emil A. Lingheim              3                       10         
2490  Miguel Lluch                  3                       10         
2491  Valeri Lonskoy                3                       10         
2492  Karl Maka                     3                       10         
2493  Jean Marboeuf                 3                       10         
2494  Nestoras Matsas               3                       10         
2495  Yves Mirande                  3                       10         
2496  Kôki Mitani                   3                       10         
2497  Sohrab Modi                   3                       10         
2498  Jefferson Moore               3                       10         
2499  Manuel Muñoz                  3                       10         
2500  Hal Needham                   3                       10         
2501  Hiroshi Nishitani             3                       10         
2502  Yukio Noda                    3                       10         
2503  Hiroshi Noguchi               3                       10         
2504  Rados Novakovic               3                       10         
2505  Francesco Nuti                3                       10         
2506  Rasim Ojagov                  3                       10         
2507  Stig Olin                     3                       10         
2508  Ron Oliver                    3                       10         
2509  Leonid Osyka                  3                       10         
2510  Lei Pan                       3                       10         
2511  Spede Pasanen                 3                       10         
2512  Stuart Paul                   3                       10         
2513  Léon Poirier                  3                       10         
2514  Suraj Prakash                 3                       10         
2515  Markku Pölönen                3                       10         
2516  S. Ramanathan                 3                       10         
2517  Jans Rautenbach               3                       10         
2518  Kadiri Venkata Reddy          3                       10         
2519  Nicolas Winding Refn          3                       10         
2520  David O. Russell              3                       10         
2521  Anthony Russo                 3                       10         
2522  Joe Russo                     3                       10         
2523  Reza Safai                    3                       10         
2524  Pierre Salvadori              3                       10         
2525  Aziz Sattar                   3                       10         
2526  Ernest G. Sauer               3                       10         
2527  Yves Simoneau                 3                       10         
2528  Eddie Rodriguez               3                       10         
2529  Gerardo Sofovich              3                       10         
2530  Philipp Stölzl                3                       10         
2531  Michael Su                    3                       10         
2532  Liliek Sudjio                 3                       10         
2533  Jan Sverák                    3                       10         
2534  András Szöke                  3                       10         
2535  Eisuke Takizawa               3                       10         
2536  Béla Tarr                     3                       10         
2537  Hiroshi Teshigahara           3                       10         
2538  M.A. Thirumugham              3                       10         
2539  Ümit Utku                     3                       10         
2540  Mesut Uçakan                  3                       10         
2541  Robert Vince                  3                       10         
2542  Thomas Vinterberg             3                       10         
2543  Konstantin Voinov             3                       10         
2544  Homi Wadia                    3                       10         
2545  David Yates                   3                       10         
2546  Shilin Zhu                    3                       10         
2547  Jovan Zivanovic               3                       10         
2548  Hilal Baydarov                3                       10         
2549  Muktha V. Srinivasan          3                       10         
2550  Fabián Forte                  3                       10         
2551  Saimir Kumbaro                3                       10         
2552  Mariana Evstatieva-Biolcheva  3                       10         
2553  Efren Jarlego                 3                       10         
2554  Francisco Guerrero            3                       10         
2555  Gustave Kervern               3                       10         
2556  Charlie Nguyen                3                       10         
2557  Dale Stelly                   3                       10         
2558  Kittikorn Liasirikun          3                       10         
2559  Chaerul Umam                  3                       10         
2560  Jeong-yong Kim                3                       10         
2561  Wai-Ying Yip                  3                       10         
2562  Mitchell Altieri              3                       10         
2563  Ezhil                         3                       10         
2564  Shawn Woodard                 3                       10         
2565  Joko Anwar                    3                       10         
2566  Frank Pérez-Garland           3                       10         
2567  Tomasz Konecki                3                       10         
2568  Panna Rittikrai               3                       10         
2569  Tsuneo Kobayashi              3                       10         
2570  Raffi                         3                       10         
2571  Radha Mohan                   3                       10         
2572  Frank Perozo                  3                       10         
2573  Robert Conway                 3                       10         
2574  Satoshi Miki                  3                       10         
2575  Amal Neerad                   3                       10         
2576  Surender Reddy                3                       10         
2577  Murat Aslan                   3                       10         
2578  Ravi Jadhav                   3                       10         
2579  Sanjay Jadhav                 3                       10         
2580  Jamal Hill                    3                       10         
2581  Malte Wirtz                   3                       10         
2582  Ravi Babu                     3                       10         
2583  Klim Shipenko                 3                       10         
2584  Robert Alaniz                 3                       10         
2585  Steve Rahaman                 3                       10         
2586  Sebastián Silva               3                       10         
2587  Geno McGahee                  3                       10         
2588  Rouzbeh Rashidi               3                       10         
2589  Selçuk Aydemir                3                       10         
2590  Ravinder Ravi                 3                       10         
2591  Justin G. Dyck                3                       10         
2592  Alessandro Genovesi           3                       10         
2593  Shirley Frimpong-Manso        3                       10         
2594  Vysakh                        3                       10         
2595  Ansel Faraj                   3                       10         
2596  Jon Garcia                    3                       10         
2597  Egor Baranov                  3                       10         
2598  Kasper Juhl                   3                       10         
2599  Maruthi Dasari                3                       10         
2600  Montazur Rahman Akbar         3                       10         
2601  Kazi Hayat                    3                       10         
2602  Lê Hoàng Hoa                  3                       10         
2603  Matías Szulanski              3                       10         
2604  Mukul Anand                   3                       9          
2605  Michel Audiard                3                       9          
2606  Scott Shaw                    3                       9          
2607  Ray Brady                     3                       9          
2608  J.R. Bookwalter               3                       9          
2609  Asbjørn Andersen              3                       9          
2610  Ackyl Anwari                  3                       9          
2611  Yûzô Asahara                  3                       9          
2612  Robert Asher                  3                       9          
2613  Hélio Barroso                 3                       9          
2614  Richard Bartlett              3                       9          
2615  Alessandro Benvenuti          3                       9          
2616  Srinivasa Rao Bhimaneni       3                       9          
2617  Palo Bielik                   3                       9          
2618  Nicolas Boukhrief             3                       9          
2619  F.A. Brabec                   3                       9          
2620  Paul Bright                   3                       9          
2621  James Bryan                   3                       9          
2622  José Buchs                    3                       9          
2623  Bethel Buckalew               3                       9          
2624  Bob Byington                  3                       9          
2625  Hugo Carvana                  3                       9          
2626  Anthony Chan                  3                       9          
2627  Chun-Liang Chen               3                       9          
2628  John R. Cherry III            3                       9          
2629  Marcello Ciorciolini          3                       9          
2630  Norman Cohen                  3                       9          
2631  Frank D'Angelo                3                       9          
2632  Tage Danielsson               3                       9          
2633  Suneel Darshan                3                       9          
2634  Christian De Sica             3                       9          
2635  André Delvaux                 3                       9          
2636  Pereira Dias                  3                       9          
2637  Sheng Ding                    3                       9          
2638  Frunze Dovlatyan              3                       9          
2639  Ray Dennis Steckler           3                       9          
2640  Antonio Santillán             3                       9          
2641  Aldo Fabrizi                  3                       9          
2642  Mahmood Farid                 3                       9          
2643  Bahman Farmanara              3                       9          
2644  Albert C. Gannaway            3                       9          
2645  Émile Gaudreault              3                       9          
2646  Cesc Gay                      3                       9          
2647  Stan Harrington               3                       9          
2648  Thomas Gilou                  3                       9          
2649  K.S. Gopalakrishnan           3                       9          
2650  Igor Gostev                   3                       9          
2651  Aldo Grimaldi                 3                       9          
2652  Roland Gräf                   3                       9          
2653  Pim van Hoeve                 3                       9          
2654  Hyung-rae Shim                3                       9          
2655  Mihai Iacob                   3                       9          
2656  Frixos Iliadis                3                       9          
2657  Elyor Ishmukhamedov           3                       9          
2658  Usmar Ismail                  3                       9          
2659  Raghunath Jhalani             3                       9          
2660  Rajat Kapoor                  3                       9          
2661  Harry Kerwin                  3                       9          
